"Site","P_900","DOG_900","BM_900","M_900","DOG_P_900","BM_P_900","DOG_R_900","EV_900","P_950","DOG_950","BM_950","M_950","DOG_P_950","BM_P_950","DOG_R_950","EV_950","P_1000","DOG_1000","BM_1000","M_1000","DOG_P_1000","BM_P_1000","DOG_R_1000","EV_1000","P_1050","DOG_1050","BM_1050","M_1050","DOG_P_1050","BM_P_1050","DOG_R_1050","EV_1050","P_1100","DOG_1100","BM_1100","M_1100","DOG_P_1100","BM_P_1100","DOG_R_1100","EV_1100","P_1150","DOG_1150","BM_1150","M_1150","DOG_P_1150","BM_P_1150","DOG_R_1150","EV_1150","SWSN_ID","CSN_macro_group","Mean_Rooms","Size_Class","GH_Count","GK_Count","Dshp_Count","Biwall_Count","Triwall_Count","PubArch","EASTING","NORTHING"
"HST Great Kiva",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,64.4983,53.3191,4,50.3506,0.826674501498489,0.0620171384362068,0.358284481916578,0.108047849365475,87.4724,65.1074,0,55.5374,0.74431935101815,0,0.363371303405417,0.213611683469608,31.0293,19.5736,0,14.112,0.630810234198,0,0.357932663643717,0.645194536883579,3355,"Southeast Utah",5,1,0,1,0,0,0,"1",590000,4140000
"Hubble Corner",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,248.0373,0,0,0,0,0,0,1.24608743294252,1103,"Mariana Mesa/Quemado",130,2,1,1,0,0,0,"2",740000,3820000
"Hurley Site",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,16.2063,0.2063,14,0,0.0127296174944312,0.863861584692373,0.0127296174944312,1.27149245716062,6.1096,3.8227,0,0,0.625687442713107,0,0.625687442713107,NA,3.6841,2.971,0,0,0.806438478868652,0,0.806438478868652,NA,0,0,0,0,NA,NA,NA,NA,3144,"Lobo Mesa",25,1,1,1,0,0,0,"2",750000,3950000
"Ida Jean",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,1661.029,161,0,161,0.096927868206997,0,0.0387711472827988,0.96096545166582,3145,"San Juan Foothills",50,1,1,1,0,0,0,"2",720000,4140000
"Iyanbito Great Kiva",10.1238,0,2.5689,0,0,0.253748592425769,0,1.34848244143517,14.3684,0,2.89,0,0,0.201135825840038,0,1.460800917485,17.9794,0.3688,0.1711,0,0.0205123641500829,0.00951644659999778,0.0205123641500829,1.07751230808701,13.5526,3.4456,0,0,0.254239039003586,0,0.254239039003586,1.15551652056866,7.7458,2.1857,0,0,0.282178729117715,0,0.282178729117715,NA,1.4085,0,0,0,0,0,0,NA,3146,"Rio Puerco of the West",NA,NA,0,1,0,0,0,"1",730000,3930000
"Jaquez",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,133.9467,42.0552,49.7381,39.5425,0.313969661066678,0.371327550436106,0.136843236899453,0.50167980174035,232.6361,158.7673,3.2617,93.6082,0.682470605378959,0.014020609870953,0.441042383361826,0.709605089606064,239.878,165.3759,0,87.0935,0.689416703490941,0,0.471572215876404,0.849766600943376,130.1347,26.5758,0,25.7556,0.204217629886571,0,0.0854686720759336,1.10717865893173,733,"Middle San Juan",200,2,1,2,0,0,0,"3",760000,4060000
"Kearn's Site",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,92.2335,7.375,10.609,7.375,0.0799601012647249,0.115023283297284,0.0319840405058899,0.0763807486918007,92.4744,12.8096,0.3909,12.8096,0.138520498646112,0.00422711582881316,0.0554081994584447,0.0860404235993651,96.7069,8.866,0,8.866,0.0916790839123165,0,0.0366716335649266,0.200285738903109,85.8393,1.9494,0,1.9494,0.022709877643457,0,0.00908395105738281,0.96096545166582,3147,"San Juan Foothills",NA,NA,0,1,0,0,0,"1",680000,4150000
"Kello Blancett",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,6.0559,1.043,0,1.043,0.172228735613204,0,0.0688914942452815,NA,16.6977,0.7721,0,0.7721,0.0462399013037724,0,0.0184959605215089,0.336001239563986,22.4706,0.185,0,0.185,0.00823297998273299,0,0.0032931919930932,1.03791361504105,903,"Middle San Juan",200,2,1,1,0,0,0,"2",760000,4080000
"Kin Bineola",96.5385,0,59.0586,0,0,0.611762146708308,0,1.34144436850242,117.5044,0,92.1882,0,0,0.784551046599106,0,1.48831320178923,84.3198,2.0173,42.5652,0,0.0239243926100394,0.504806700205646,0.0239243926100394,1.26781789939066,96.696,39.7442,0.1989,0,0.411022172582113,0.00205696202531646,0.411022172582113,1.30421963052739,101.6219,29.2386,0,0,0.287719477789728,0,0.287719477789728,1.36734169839767,21.1588,0,0,0,0,0,0,1.20538241901485,3149,"Central San Juan Basin",197,2,1,2,0,0,0,"3",760000,3990000
"Kin Bineola Great Kiva 2",9.6704,0,8.8963,0,0,0.919951604897419,0,1.3661244163183,14.4984,0,13.9292,0,0,0.960740495502952,0,1.48266287738988,12.1762,0.2898,7.0193,0,0.0238005289006422,0.576477061809103,0.0238005289006422,1.27870897953932,7.2803,3.7102,0,0,0.509621856242188,0,0.509621856242188,1.305058824938,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,3363,"Central San Juan Basin",7,1,0,1,0,0,0,"1",760000,3980000
"Kin Cheops I",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,102.1212,3.1527,0,0,0.0308721401628653,0,0.0308721401628653,1.24533767638978,204.389,2.8473,0,0,0.0139307888389297,0,0.0139307888389297,1.34845848159554,159.8831,0,0,0,0,0,0,1.24367229321608,3150,"Mariana Mesa/Quemado",7,1,1,1,0,0,0,"2",740000,3830000
"Kin Cheops II",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,2.213,0,0,0,0,0,0,NA,9.9682,0,0,0,0,0,0,1.34484724306955,14.4146,0,0,0,0,0,0,1.39337967451363,13.7353,0,0,0,0,0,0,1.23594993878436,971,"Mariana Mesa/Quemado",25,1,1,1,0,0,0,"2",740000,3830000
"Kin Hochoi",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,42.9023,1.3556,8,0,0.0315973735673845,0.186470189243933,0.0315973735673845,1.28336926242084,70.9815,25.3613,0,0,0.357294506315026,0,0.357294506315026,1.34399493644987,49.2406,20.2832,0,0,0.411920244676141,0,0.411920244676141,1.3966943981584,21.084,0,0,0,0,0,0,1.25165570953849,3152,"Rio Puerco of the West",40,1,1,2,0,0,0,"3",680000,3920000
"Kin Indian Ruin",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,17.6931,11.3324,0,0,0.640498273338194,0,0.640498273338194,1.33230903112328,15.3069,9.6675,0,0,0.631577915841875,0,0.631577915841875,1.33823573126169,0,0,0,0,NA,NA,NA,NA,3153,"Central San Juan Basin",40,1,1,0,0,0,0,"1",770000,4000000
"Kin Kletso",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,3431.0636,1104.8299,0,48.0303,0.322007991924137,0,0.313608794660641,1.3745343055092,1169.9348,88.6009,0,26.9698,0.0757314852075517,0,0.0619000477633454,1.24617316303176,3154,"Chaco Canyon",6,1,1,0,0,0,0,"1",770000,4000000
"Kin Klizhin",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,24.671,0.5516,8,0,0.0223582343642333,0.324267358437031,0.0223582343642333,1.28569701197315,66.5721,22.2976,0,0,0.334939111129137,0,0.334939111129137,1.34663833815446,38.6691,22.1508,0,0,0.572829468490345,0,0.572829468490345,1.36879495005215,7.0873,0,0,0,0,0,0,1.36291448020543,3155,"Central San Juan Basin",18,1,1,0,0,0,0,"1",760000,3990000
"Kin Nahasbas",198.7917,0,168.8228,0,0,0.849244711927108,0,1.37557986828956,295.8668,0.3217,272.2151,0.3217,0.00108731361545128,0.920059634943833,0.000434925446180511,1.49614090895436,194.7014,13.7039,139.2196,3.6282,0.0703841883006491,0.715041597030119,0.0592033750142526,1.27783878159559,257.425,185.1047,0.0573,6.5623,0.719062639603768,0.000222589103622414,0.703767388559775,1.33373056982826,256.7736,146.8388,0,4.4569,0.571860970130886,0,0.561446581735817,1.37553227609688,41.9741,1.0308,0,1.0308,0.024558001243624,0,0.00982320049744962,1.22399074603936,3156,"Chaco Canyon",16,1,1,1,0,0,0,"2",780000,3990000
"Kin Sani",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,83.2378,2.2222,32,0,0.0266970054470445,0.384440722844669,0.0266970054470445,1.28129262187135,135.1515,48.8745,0,0,0.361627506908913,0,0.361627506908913,1.31774162785787,124.6103,46.9031,0,0,0.376398259212922,0,0.376398259212922,1.33891001449808,0,0,0,0,NA,NA,NA,NA,3157,"Lobo Mesa",12,1,1,4,0,0,0,"4+",770000,3930000
"Kin Tliish",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,44.1302,3.8112,16.9349,2.3946,0.0863626269538774,0.383748544080924,0.0538053305899361,1.16809585829834,76.6908,32.9729,0.0652,4.159,0.429945964835417,0.000850167164770742,0.397407511722397,1.23783775627736,73.3017,31.4634,0,2.8787,0.429231518505028,0,0.405668354212795,1.32755710461978,13.8777,0.7526,0,0.5678,0.054230888403698,0,0.0296821519416042,1.2316820787651,3158,"Lobo Mesa",12,1,1,4,0,0,0,"4+",780000,3920000
"Kin Ya'a",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,64.8643,1.1126,62,0,0.0171527327050473,0.955841657121097,0.0171527327050473,1.27319450842678,60.5244,46.0385,0,0,0.760660163504306,0,0.760660163504306,1.31641921397255,59.6114,39.8489,0,0,0.668477841486695,0,0.668477841486695,1.34946352789489,0,0,0,0,NA,NA,NA,NA,3160,"Lobo Mesa",44,1,1,1,0,0,0,"2",760000,3950000
"Kinlichee",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,54.7012,2.5959,31.0675,0,0.047455997309017,0.567949149195996,0.047455997309017,0.943882512852449,124.2508,43.3545,7.9325,0,0.348927330850184,0.0638426472908021,0.348927330850184,1.31600141526307,141.2698,37.9844,0,0,0.268878415627402,0,0.268878415627402,1.36882357744942,78.6054,0.9856,0,0,0.0125385787744862,0,0.0125385787744862,1.12341513768813,989,"Defiance Plateau",150,2,1,2,0,0,0,"3",640000,3960000
"LA 100280",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,5.8965,3.7211,0,0,0.631069278385483,0,0.631069278385483,NA,12.5349,4.2788,0,0,0.341350948152758,0,0.341350948152758,1.1037939875187,3.5685,0,0,0,0,0,0,NA,3164,"Rio Puerco of the West",NA,NA,0,1,0,0,0,"1",730000,3930000
"LA 102391",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,7.8347,0.5006,0,0,0.0638952352993733,0,0.0638952352993733,NA,10.1653,0.4994,0,0,0.0491279155558616,0,0.0491279155558616,1.32014580328763,0,0,0,0,NA,NA,NA,NA,3000,"Acoma",10,1,0,1,0,0,0,"1",780000,3840000
"LA 103458",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,9.1671,0.2063,6,0,0.0225043907015305,0.654514513859345,0.0225043907015305,1.21213991089118,7.7565,5.2668,0,0,0.679017598143493,0,0.679017598143493,1.32776967688151,9.8126,7.5269,0,0,0.767064794244135,0,0.767064794244135,1.37787644184217,1.2637,0,0,0,0,0,0,NA,3347,"Chuska Slope",12,1,0,1,0,0,0,"1",700000,3960000
"LA 115436",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,16.6028,0.0442,0,0,0.00266220155636399,0,0.00266220155636399,0.904176168078986,45.2091,1.0893,0,0,0.0240947065966808,0,0.0240947065966808,0.823699921598475,58.7576,0.8666,0,0,0.0147487303770066,0,0.0147487303770066,0.843311988775073,33.4314,0,0,0,0,0,0,0.817839804828631,3165,"Cibola",20,1,0,1,0,0,0,"1",700000,3870000
"LA 11670",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,3.0709,0.1145,0,0,0.0372854863395096,0,0.0372854863395096,1.26801857830772,8.6642,1.649,0,0,0.190323399736848,0,0.190323399736848,1.27559226499595,10.5715,1.2365,0,0,0.116965425909284,0,0.116965425909284,1.21709296678493,7.9448,0,0,0,0,0,0,1.09445200074574,3001,"Acoma",14,1,1,1,0,0,0,"2",780000,3850000
"LA 12573 A",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,34.268,0.768,26,0,0.0224115793159799,0.758725341426404,0.0224115793159799,1.27855243037816,23.732,15.232,0,0,0.641833810888252,0,0.641833810888252,1.34106667500238,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,3166,"Lobo Mesa",20,1,1,1,0,0,0,"2",780000,3920000
"LA 126820",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,3167,"Central San Juan Basin",NA,NA,0,1,0,0,0,"1",780000,3980000
"LA 126862",9.2239,0,8.8899,0,0,0.963789720183437,0,NA,16.7534,0,16.0997,0,0,0.960981054591904,0,1.48809893420828,13.8326,3.6214,8.0105,0,0.261801830458482,0.579102988592166,0.261801830458482,1.26250085308737,31.4637,27.8392,0,0,0.88480375798142,0,0.88480375798142,1.31431972032367,17.7268,14.5395,0,0,0.820198795044791,0,0.820198795044791,1.33045612491151,0,0,0,0,NA,NA,NA,NA,3168,"Central San Juan Basin",7,1,0,1,0,0,0,"1",780000,3980000
"LA 17226",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,9.2467,1.7834,4,0,0.192868807250154,0.432586760682189,0.192868807250154,NA,8.7534,7.2167,0,0,0.824445358375031,0,0.824445358375031,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,3169,"Lobo Mesa",22,1,1,1,0,0,0,"2",750000,3960000
"LA 2520",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,29.6423,26.2323,0,26.2323,0.884961693255921,0,0.353984677302369,0.299724137485488,119.8582,5.7677,0,5.7677,0.0481210296834092,0,0.0192484118733637,0.968511375264628,3171,"Middle San Juan",60,1,1,0,0,0,0,"1",740000,4080000
"LA 40082",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,19.9032,2.0885,15,0.1769,0.104932875115559,0.753647654648499,0.0996000643112665,1.28024930176734,52.7002,35.8781,0,0.4865,0.680796277812987,0,0.675257399402659,1.3244377745218,57.3966,27.0335,0,0.3367,0.470994797601252,0,0.467475076920933,1.35181595666044,0,0,0,0,NA,NA,NA,NA,3336,"Central San Juan Basin",16,1,1,0,0,0,0,"1",780000,3980000
"LA 47526",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,10.0071,0,2,0,0,0.199858100748469,0,1.10325120916706,21.447,0,0,0,0,0,0,1.30248863586704,22.4625,0,0,0,0,0,0,1.38940187246575,8.0834,0,0,0,0,0,0,NA,3183,"Rio Puerco of the West",3,1,0,1,0,0,0,"1",680000,3920000
"LA 60002",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,4.9093,1.2985,0,0.8323,0.264497993603976,0,0.162776770619029,NA,5.8986,1.4417,0,0.908,0.244413928728851,0,0.152053029532431,NA,4.2234,0.2598,0,0.2598,0.0615144196618838,0,0.0246057678647535,NA,3188,"Middle San Juan",NA,NA,0,2,0,0,0,"2",770000,4080000
"LA 60006",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,4.8609,3.049,0,0.8741,0.62725009771853,0,0.519356497767903,NA,8.3979,3.6656,0,0.8406,0.436490074899677,0,0.376432203288917,NA,5.2919,0.2855,0,0.2855,0.0539503769912508,0,0.0215801507965003,NA,3189,"Middle San Juan",NA,NA,0,1,0,0,0,"1",770000,4080000
"LA 60022",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,14.0695,7.842,0,6.8902,0.557375884004407,0,0.263540282170653,0.372915024612408,25.3586,8.2036,0,7.1554,0.323503663451452,0,0.15420251906651,0.547816592214049,20.3732,1.9544,0,1.9544,0.0959299471855182,0,0.0383719788742073,1.06573283448531,3191,"Middle San Juan",9,1,0,3,0,0,0,"3",770000,4080000
"LA 67158",2.8832,0,1.7765,0,0,0.616155660377358,0,NA,5.6315,0,2.9584,0,0,0.525330728935452,0,NA,6.6463,1.1949,1.107,0,0.179784240855815,0.166558837247792,0.179784240855815,NA,8.4536,6.7376,0,0,0.797009558058105,0,0.797009558058105,NA,4.0601,3.0675,0,0,0.755523262973818,0,0.755523262973818,NA,0,0,0,0,NA,NA,NA,NA,3194,"Lobo Mesa",NA,NA,0,1,0,0,0,"1",770000,3920000
"LA 7603",14.949,0,11.2031,0,0,0.749421365977657,0,0.671800266038982,8.1268,0,6.003,0,0,0.738667126052075,0,NA,7.0561,1.1909,0.5751,0,0.168775952721758,0.0815039469395275,0.168775952721758,NA,16.9008,13.466,0,0,0.796767016945943,0,0.796767016945943,0.0951281709450792,7.5389,5.3431,0,0,0.708737348950112,0,0.708737348950112,NA,0,0,0,0,NA,NA,NA,NA,3199,"Chuska Slope",NA,NA,0,1,0,0,0,"1",700000,4030000
"LA 8240",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,10.7821,1.5913,4,0,0.147587204718932,0.370985244061917,0.147587204718932,0.648862874578475,40.9481,29.4894,0,0,0.720165282394055,0,0.720165282394055,0.240690158343703,41.7204,22.9193,0,0,0.549354752111677,0,0.549354752111677,0.366493104982797,26.0203,0,0,0,0,0,0,0.777835488215838,811,"Chuska Slope",33,1,1,0,0,0,0,"1",710000,3990000
"LA 8244",26.1881,0,19.3031,0,0,0.737094329103677,0,0.298797718299905,50.3929,0.0039,38.5919,0.0039,7.73918548049428e-05,0.765820184986377,3.09567419219771e-05,0.370950169750452,37.9833,2.7076,14.3605,0.5569,0.0712839590030356,0.378074048331767,0.062486935047771,0.303562947616775,39.8874,34.495,0.0642,0.8984,0.864809438569573,0.00160953082928444,0.851295396541264,0.184680052439309,15.8174,14.7935,0,0.5407,0.935267490232276,0,0.914757166158787,0.299243582334646,0,0,0,0,NA,NA,NA,NA,3200,"Chuska Slope",50,1,0,1,0,0,0,"1",680000,4050000
"LA 82742",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,27.6704,0,0,0,0,0,0,0.859896517008856,37.3083,0,0,0,0,0,0,0.892143536611135,3201,"Cibola",3,1,0,1,0,0,0,"1",710000,3890000
"LA 8620",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,3.3629,0,0,0,0,0,0,NA,3202,"Middle San Juan",85,2,1,0,0,0,0,"1",730000,4070000
"LA 89443",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,3349,"Central San Juan Basin",NA,NA,0,1,0,0,0,"1",740000,4000000
"LA 98500",1.868,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,3203,"Middle San Juan",NA,NA,0,1,0,0,0,"1",770000,4100000
"Lake Valley",23.7437,0,12.1908,0,0,0.513433036974018,0,1.24823528866368,22.266,0,16.1208,0,0,0.724009700889248,0,1.35188511890531,17.2028,0.5265,5.0808,0,0.0306054828283768,0.295347269049225,0.0306054828283768,0.663028157875901,25.4202,9.9656,0,0,0.392034681080401,0,0.392034681080401,0.872403986370935,48.4543,7.5079,0,0,0.154948064464867,0,0.154948064464867,1.345469659067,13.1382,0,0,0,0,0,0,1.18582778641359,3204,"Central San Juan Basin",26,1,1,0,0,0,0,"1",750000,4000000
"Lancaster",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,157.7945,44.3089,8.609,44.25,0.280801295355668,0.0545583020954469,0.112544480320924,0.0631220461042882,208.7283,77.9498,0.3909,76.8576,0.373451036586797,0.00187276952861687,0.15251999848607,0.0971927091490976,231.5437,54.0451,0,53.1962,0.233412094563575,0,0.0955645953657992,0.21103732619196,213.8932,11.6963,0,11.6963,0.0546828978200335,0,0.0218731591280134,0.964206073486226,3207,"San Juan Foothills",NA,NA,1,1,0,0,0,"2",690000,4160000
"Largo Gap",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,1413.396,0,0,0,0,0,0,1.27365810702026,2515.2618,0,0,0,0,0,0,1.37525345419935,2266.3426,0,0,0,0,0,0,1.24719336075451,1989,"Mariana Mesa/Quemado",50,1,1,1,0,0,0,"2",720000,3810000
"Las Ventanas",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,26.822,0.2652,9,0,0.00988740586086049,0.335545447766759,0.00988740586086049,1.28070443896589,62.3271,4.9149,0,0,0.0788565487564799,0,0.0788565487564799,1.26191014728521,83.4397,3.8199,0,0,0.045780365940913,0,0.045780365940913,1.19235797492373,64.4111,0,0,0,0,0,0,0.93758727630071,3002,"Acoma",89,2,1,1,0,0,0,"2",790000,3870000
"Lizard House--Cebolleta Mesa",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,11.3433,0,0,0,0,0,0,1.23067868754018,745,"Acoma",66,1,0,1,0,0,0,"1",780000,3850000
"Loma Enebro",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,3208,"Middle San Juan",NA,NA,0,1,0,0,0,"1",770000,4100000
"Longacre 15",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,2.3089,0,0,0,0,0,0,NA,5.4747,0,0,0,0,0,0,NA,5.5788,0,0,0,0,0,0,NA,3209,"Hardscrabble/ULC",12,1,0,1,0,0,0,"1",650000,3820000
"Los Gigantes",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,166.2526,1,0,0,0.00601494352569524,0,0.00601494352569524,0.86783309129046,264.1446,0,0,0,0,0,0,0.894086721138289,1314,"Cibola",120,2,1,1,0,0,0,"2",740000,3890000
"Los Veteados Great Kiva",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,5.179,0,1,0,0,0.193087468623286,0,NA,10.7061,0,0,0,0,0,0,1.26390905939906,12.5462,0,0,0,0,0,0,1.14188588277705,10.5689,0,0,0,0,0,0,0.855106235432599,3210,"Acoma",8,1,0,1,0,0,0,"1",780000,3840000
"Lower Cow Canyon",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,52.8667,0,0,0,0,0,0,0.200285738903109,98.1638,0,0,0,0,0,0,0.96096545166582,3211,"San Juan Foothills",NA,NA,0,1,0,0,0,"1",680000,4160000
"Lower Greenlee",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,73.5778,1.1272,64,0.4789,0.0153198383207979,0.869827583863611,0.0114145842903702,1.27706065319925,22.2174,12.846,0,0.8318,0.578195468416646,0,0.555731993842664,1.32585244452632,12.5694,9.9132,0,0.5757,0.788677263831209,0,0.761196238483937,1.31249940075834,1.6354,0.1136,0,0.1136,0.0694631282866577,0,0.0277852513146631,NA,3212,"Central San Juan Basin",NA,NA,1,0,0,0,0,"1",780000,3980000
"Lower Kin Nizhoni",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,8.0654,1.8458,2,0,0.228854117588712,0.247972822178689,0.228854117588712,NA,8.9346,8.1542,0,0,0.912654175900432,0,0.912654175900432,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,3213,"Lobo Mesa",3,1,1,0,0,0,0,"1",790000,3920000
"Lowry",0,0,0,0,NA,NA,NA,NA,165.2433,29.0776,134.0057,29.0776,0.175968405375589,0.810959960252549,0.0703873621502355,0.47250678614828,371.1498,199.2736,169.0851,199.1064,0.536908816871247,0.455571038971326,0.215033821923116,0.160691147562556,432.8214,350.261,41.9091,345.8272,0.80925065165447,0.0968276984455944,0.329846629579776,0.134902435723758,375.1474,249.4242,0,239.3604,0.664869861819647,0,0.282043698023764,0.277539512976039,217.8995,61.339,0,52.6282,0.281501334330735,0,0.136586270275976,1.01322159447797,3214,"San Juan Foothills",40,1,1,1,0,0,0,"2",680000,4160000
"Lukachukai GH",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,16.0614,4.0574,3,0,0.252618078125195,0.18678321939557,0.252618078125195,0.249784380225897,31.5429,8.9785,0,0,0.284644087892997,0,0.284644087892997,0.248990788685049,37.8105,8.8781,0,0,0.234805146718504,0,0.234805146718504,0.397666190780308,1368,"Upper Chinle Drainage",30,1,1,0,0,0,0,"1",650000,4030000
"LZ 1090 Group",72.9433,0,4.7177,0,0,0.0646762622475265,0,1.34848244143517,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,3215,"Cibola",NA,NA,0,2,0,0,0,"2",680000,3850000
"Mancos Canyon",0,0,0,0,NA,NA,NA,NA,7.9278,1.5154,5.0957,1.5154,0.191150129922551,0.642763440046419,0.0764600519690204,NA,107.0722,71.4846,27.9043,71.4846,0.667629879651301,0.260611998259119,0.26705195186052,0.0709960674761107,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,3217,"San Juan Foothills",NA,NA,0,1,0,0,0,"1",700000,4160000
